	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
169	165321	0.5468338955532193	2.0	8.0	0.0		52	166010	[165381, 165895, 165641, 165386, 165651, 165652, 165780, 165782, 165655, 165658, 165659, 165935, 165679, 165808, 165430, 165565, 165949, 165311, 165315, 165831, 165460, 165718, 165976, 165351, 165738, 165483, 166000, 165616, 165618, 165747, 166004, 165236, 165368]	164953	165149	1.1762625278983128	10.0	[165386, 165167, 165236, 165149, 165149, 165106, 165201, 165149, 164953, 165149, 165149, 165003, 165051, 165081, 164608, 165311, 165201, 165180, 165149, 162821, 165381, 165172, 165184, 165081, 165368, 165351, 164455, 165150, 165315, 165033]
850	156655	0.5468690164635263	3.0	42.0	0.0		68	157688	[156803, 156937, 156691, 157591, 157464, 157342, 156579, 156581, 157485, 156718, 156723, 157107, 156853, 157619, 157372, 157628, 156616, 156872, 156748, 156622, 157271, 156760, 157400, 156763, 156636, 157661, 156644, 156647, 156651, 157166, 157294, 156786, 156789, 156927]	156199	157661	1.7351864055133737	10.0	[155274, 155450, 154897, 156636, 156651, 155011, 155148, 156465, 155338, 155494, 156579, 155351, 156511, 155919, 155261, 156297, 155020, 155848, 155761, 155985, 155573, 156644, 156647, 156215, 156553, 156480, 156228, 156268, 154617, 156362, 156718, 156622, 156269, 156425, 156723, 156305, 155346, 156616, 155482, 156199, 156436, 155982, 156208, 156016, 154972, 156551, 156691, 155039, 156556, 155502, 155556, 156329, 155148, 156224, 155055, 156581, 155220, 155218, 155046, 156241, 154780, 154731, 154725, 154845, 155013, 154731, 155902, 154756, 155230, 154585, 154580]
587	7674	0.5469380623553748	2.5	29.0	0.0		22	8535	[7683, 7588, 7622, 7753, 7883, 7870, 8015, 7698, 7794, 7604, 7669, 7764, 8027, 7613, 7742]	6860	7240	1.7697482270432958	10.0	[7044, 7277, 6894, 6941, 7683, 6937, 7338, 7509, 7566, 6860, 7604, 7613, 7588, 7698, 7669, 7556, 7294, 6942, 7154, 7412, 7105, 7278, 7547, 6894, 7742, 7566, 6937, 7135, 7334, 6869, 6956, 6864, 7240, 6927, 6869, 7346, 7233, 7508, 6937, 6937, 7753, 7622, 7075, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363]
3265	254256	0.5474647469315381	6.0	163.0	0.0		82	256323	[254216, 254478, 254482, 254490, 254234, 254623, 254372, 254504, 254251, 254894, 254391, 254909, 255042, 254661, 254662, 254281, 254537, 254797, 254287, 254929, 254419, 255065, 254300, 255069, 254815, 254434, 254438, 254694, 254445, 254584]	253997	254114	1.6188963863201828	8.0	[254128, 254300, 254107, 254070, 252511, 252589, 254234, 254103, 254086, 254002, 252551, 252757, 253997, 252503, 252898, 254216, 252552, 253206, 252680, 253518, 252389, 252711, 254251, 254281, 254002, 253662, 254125, 254287, 254002, 253726, 254281, 253691, 254251, 254070, 253064, 251995, 252910, 253066, 252974, 253360, 253328, 254114, 252454, 252417]
454	400730	0.5475326005708643	2.5	22.0	0.0		35	401591	[401154, 401284, 400710, 400647, 400870, 401322, 401164, 400883, 401237, 401111, 401243, 400700, 400924, 400670, 401119]	399995	400118	1.5586622062410387	8.5	[400415, 400480, 400449, 399995, 400577, 400310, 400631, 400549, 400598, 400156, 400098, 400474, 400201, 400670, 400320, 400073, 400173, 400064, 400625, 400433, 400282, 400647, 400012, 400173, 400141, 400700, 400182, 400118, 400290, 400710]
1182	50337	0.5476751550024521	3.0	59.0	0.0		54	51370	[50947, 50569, 50836, 51064, 50327, 50584, 50328, 50970, 50588, 51365, 50854, 50476, 51126, 51266, 50373, 50374, 50510, 50255, 50645, 50913, 51042, 51044, 50791, 50280, 50923, 50668, 50287, 50289, 50675, 50678, 50423, 50552, 50556, 51199]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50287, 50255, 50289, 50328, 49745, 50209, 49905, 50060, 49882, 50280, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 50423, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50071, 49921, 50327, 50243, 50374]
231	129613	0.5480473477742572	2.0	11.0	0.0		44	130302	[129666, 129676, 129966, 129780, 129654, 129662]	127145	128861	1.114035423795082	10.0	[128952, 129676, 129434, 129338, 129363, 129055, 128921, 129497, 129497, 129662, 128754, 129017, 129362, 129325, 129469, 129247, 128908, 127655, 129349, 128275, 128447, 127994, 129152, 128250, 129427, 128888, 128640, 128459, 128248, 128385, 128887, 128972, 129183, 129251, 127160, 128899, 128980, 128945, 128332, 128813, 127265, 127265, 128999, 129150, 127256, 129336, 128160, 127380, 129666, 129654, 127145, 129127, 128861, 127315, 129284, 128983, 128672, 128619, 128447, 129313, 128887, 128661, 128550, 128843, 127474, 127815, 128722, 127664, 127959]
508	65272	0.5480774704778488	2.5	25.0	0.0		6	66133	[65458, 65283, 65286]	65272	65283	1.0593419989815047	3.0	[64551, 64206, 64379, 64642, 64601, 64983, 64934, 64845, 64939, 64711, 64611, 64803, 64605, 64611, 65072, 65286, 64206, 64354, 64138, 64206, 64321, 64664, 65283, 64546, 64851, 64746, 64206, 64018]
4024	148346	0.5486558107716124	7.0	201.0	0.0		124	150757	[149249, 148613, 148877, 148366, 148755, 148375, 148889, 148386, 150050, 148645, 149928, 149680, 149682, 148403, 149302, 148535, 148536, 148921, 149049, 149442, 148419, 149705, 149966, 148432, 149077, 148695, 148825, 148314, 149337, 149854, 149876, 149622, 148474, 148475]	147886	148081	0.9348577723682178	8.5	[148314, 148159, 148081, 148170, 148081, 148432, 148192, 148366, 148386, 148161, 148419, 148013, 148081, 148144, 147967, 148081, 148081, 148128, 148189, 148008, 148375, 148127, 148403, 148013, 148081, 148257, 148137, 148118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886]
232	121639	0.5487124161824186	2.0	11.0	0.0		30	122328	[121825, 121699, 121556, 121822, 122324, 121624, 121630]	121285	121624	0.931814965160998	10.0	[121505, 121428, 121385, 120782, 120853, 120807, 121428, 121068, 121459, 121624, 121459, 121699, 121630, 121458, 121428, 121097, 121285, 121556]
233	251560	0.5488111833157293	2.0	11.0	0.0		17	252249	[251995, 251476]	251476	251476	1.1795476823582736	2.0	[251476]
275	161060	0.5488199783820286	2.0	13.0	0.0		136	161749	[]	161060	161060	0.5488199783820286	2.0	[160651, 160478, 160554, 160552, 160495, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661, 157661]
216	48159	0.549048828302723	2.0	10.0	0.0		49	48848	[48256, 48417, 48102, 48584, 48144, 48341, 48121, 48316, 48477]	47471	47738	1.3890045626242291	10.0	[47889, 46817, 46656, 47962, 47877, 48102, 46990, 46855, 47629, 47981, 46793, 47899, 47534, 48144, 46717, 47115, 48001, 47904, 47951, 48039, 48052, 48035, 48121, 47622, 47773, 46953, 48020, 46526, 46749, 46526, 47768, 47507, 46526, 46526, 46593, 46460, 46973, 47970, 46710, 46965, 46527, 47733, 46828, 46639, 47847, 47471, 46574, 46890, 46526, 46412, 46906, 46704, 47600, 47738]
767	146061	0.5492550095879086	2.5	38.0	0.0		77	146922	[145977, 146562, 146167]	145645	145645	2.1484903082554667	7.0	[145850, 145971, 145977, 145840, 145873, 145772, 145772, 145789, 145772, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145645, 145645, 145645, 145645, 145645, 145645, 145645, 145645, 145645]
4424	148170	0.5496736617502963	7.5	221.0	0.0		124	150753	[149249, 148474, 148613, 148877, 148366, 148755, 148118, 148375, 148889, 148127, 148128, 148257, 148386, 150050, 148645, 149928, 148137, 148144, 149680, 149682, 148403, 149302, 148535, 148536, 148921, 149049, 148159, 148161, 149442, 148419, 149705, 149966, 148432, 149077, 148695, 148825, 148314, 149337, 148189, 149854, 148192, 149876, 149622, 148346, 148475]	147886	148081	0.9348577723682178	8.5	[148159, 148081, 148081, 148192, 148161, 148013, 148081, 148144, 147967, 148081, 148081, 148128, 148189, 148008, 148127, 148013, 148081, 148137, 148118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886]
91	123583	0.5500091155896867	2.0	4.0	0.0		71	124272	[124025, 123909, 123784, 123915, 123918, 123535, 123669, 123677, 123680, 123553, 123557, 123559, 123568, 123703, 123839, 123740, 124125, 123615, 123616, 124139, 123756, 124141, 123632, 123634, 123767, 123641, 123899]	123380	123680	1.067764454079637	8.0	[123461, 123616, 123478, 123553, 123557, 123641, 123669, 123448, 123559, 122411, 123448, 123634, 122428, 123568, 121822, 123481, 122628, 123448, 122548, 123475, 121624, 121825, 123615, 123448, 123380, 123448, 123535, 123632, 123462, 121459, 123634, 122324, 121699, 122600, 121630, 121458, 121097, 121285]
51	129676	0.5503838210432968	2.0	2.0	0.0		44	130365	[129666, 129613, 129966, 129780, 129654, 129662]	127145	128861	1.114035423795082	10.0	[128952, 129613, 129434, 129338, 129363, 129055, 128921, 129497, 129497, 129662, 128754, 129017, 129362, 129325, 129469, 129247, 128908, 127655, 129349, 128275, 128447, 127994, 129152, 128250, 129427, 128888, 128640, 128459, 128248, 128385, 128887, 128972, 129183, 129251, 127160, 128899, 128980, 128945, 128332, 128813, 127265, 127265, 128999, 129150, 127256, 129336, 128160, 127380, 129666, 129654, 127145, 129127, 128861, 127315, 129284, 128983, 128672, 128619, 128447, 129313, 128887, 128661, 128550, 128843, 127474, 127815, 128722, 127664, 127959]
362	48885	0.5509976397769535	2.0	18.0	0.0		158	49574	[]	48885	48885	0.5509976397769535	2.0	[46817, 46656, 47877, 48102, 46990, 47629, 48341, 47899, 47534, 48144, 46717, 48417, 48001, 47904, 47951, 48039, 48052, 48035, 48121, 48020, 46526, 47768, 47507, 46460, 47970, 46710, 46527, 47733, 48584, 46639, 47847, 48477, 48256, 46890, 46412, 46906, 48316, 46704, 47600, 47738]
2063	179938	0.5516235297140837	4.5	103.0	0.0		62	181488	[179973, 180110, 179858, 180627, 179999, 180005, 180263, 180011, 180673, 180163, 180693, 179927, 179930, 179932, 180065, 180455, 180603, 179957, 180475]	177715	177904	1.303215580961394	10.0	[179957, 178765, 178281, 178610, 178417, 179927, 179186, 178162, 179188, 178388, 178509, 178616, 179773, 179750, 179932, 179999, 179930, 178176, 179973, 178605, 179766, 180011, 178900, 179810, 179465, 179828, 179640, 179817, 177796, 179858, 179690, 180005, 179360, 178860, 177981, 178868, 179064, 179077, 178644, 178613, 177910, 177910, 178034, 178905, 178785, 177910, 178226, 177910, 179214, 178911, 177764, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 179586, 178015, 178506, 178388, 177781, 179655, 178309, 178488, 177942, 178041, 178457, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177764, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177759]
1222	299177	0.5516410091947461	3.5	61.0	0.0		72	300382	[299394, 299554, 299460, 299397, 299907, 299154, 299317, 299381, 299548]	297785	298118	2.112804860152355	9.0	[299007, 298304, 298785, 298617, 298139, 298220, 298081, 298227, 298208, 298231, 299154, 297964, 298023, 296269, 298458, 298491, 298032, 297931, 298634, 298380, 297863, 298897, 298004, 297991, 296759, 296305, 296286, 298230, 297931, 297393, 297930, 297829, 298484, 298250, 298362, 297785, 298715, 298838, 295839, 298461, 298076, 298435, 298638, 298638, 298638, 298638, 298638, 298638, 298638, 298638, 298118, 298526]
509	277421	0.5518648833105285	2.5	25.0	0.0		9	278282	[277498, 277371]	277371	277371	0.8690773727436699	2.5	[277371, 277498]
1322	30697	0.5522539856702425	3.5	66.0	0.0		48	31902	[30881, 30978, 30757, 30791, 30860, 30703, 30736, 30740, 30774, 30942]	30697	30697	0.8750406904318595	3.5	[30774, 30524, 30703, 30740, 30736, 30757, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236]
234	264659	0.5528350239114127	2.0	11.0	0.0		128	265348	[]	264659	264659	0.5528350239114127	2.0	[264368, 264303, 264371, 264425, 264252, 264206]
608	247744	0.5533426852666848	2.5	30.0	0.0		45	248605	[247880]	247744	247744	0.5533426852666848	2.5	[247213, 247078, 247107, 247090, 247391, 247078, 247125, 247010, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883, 246883]
683	178001	0.5533712571269829	2.5	34.0	0.0		62	178862	[178176, 178435, 178309, 177936, 178577, 177942, 178455, 178457, 178079, 178860, 178605, 178226, 178610, 178228, 178613, 178740, 178488, 178616, 178237, 178366, 177981, 178506, 178509, 178765, 178003, 178388, 178644, 178520, 178780, 178013, 178782, 178015, 178785, 178281, 178417, 178034, 178162, 178041, 178045]	177715	177904	1.303215580961394	10.0	[178003, 177842, 177796, 177837, 177981, 177910, 177910, 177981, 178034, 178079, 177910, 177842, 177910, 177910, 177936, 177764, 177865, 177910, 177904, 178045, 178013, 177910, 178015, 177781, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177764, 177759]
588	400549	0.5534761981191845	2.5	29.0	0.0		35	401410	[401154, 401284, 400647, 401164, 400924, 400670, 401322, 400700, 400577, 400710, 401237, 400598, 401111, 400730, 400474, 401243, 401119, 400480, 400870, 400625, 400883, 400631]	399995	400118	1.5586622062410387	8.5	[400415, 400480, 400449, 399995, 400577, 400310, 400631, 400598, 400156, 400098, 400474, 400201, 400320, 400073, 400173, 400064, 400625, 400433, 400282, 400012, 400173, 400141, 400182, 400118, 400290]
2921	99578	0.5538801496078282	5.5	146.0	0.0		75	101472	[100368, 99857, 100883, 100894, 99877, 100903, 99894, 100406, 101441, 100425, 99922, 100434, 100949, 100439, 100441, 100452, 100453, 100465, 99973, 100490, 101009, 100522, 100526, 99505, 100032, 100042, 99537, 100050, 100563, 100568, 99574, 100600, 100091, 101118, 99583, 101121, 100611, 101126, 100625, 99608, 100640, 100649, 99635, 100149, 100662, 100663, 101177, 99645, 100158, 100670, 99648, 99651, 99668, 99681, 100708, 99685, 99693, 100720, 100724, 101239, 100733, 100739, 99717, 100743, 99721, 100749, 100752, 100241, 101265, 100761, 100771, 100790, 100796, 99774, 100293, 100299, 99795, 99803, 99804, 100854]	99505	99894	0.9748570488937299	10.0	[99651, 99537, 99635, 99583, 99651, 99608, 99574, 99648, 98967, 99645, 99505]
217	282077	0.554167644833861	2.0	10.0	0.0		60	282766	[282340, 282438, 282695, 282478, 282416, 282387, 282326, 282359, 282360, 282364]	281323	281469	1.4487237932300774	8.5	[281906, 281563, 281711, 279276, 281611, 281401, 281852, 281887, 281868, 281619, 280041, 281381, 279687, 281565, 279860, 281323, 280567, 279901, 279792, 279863, 281632, 280037, 281602, 279409, 279947, 281508, 281469, 281680, 281812, 278763, 279350, 279625, 281686]
2862	211730	0.5541928849264375	5.5	143.0	0.0		33	213624	[211840, 211969, 211877, 211661, 211726, 211727, 211952, 211706]	210828	211244	1.0655927356680364	10.0	[210346, 210582, 211661, 211485, 211485, 211568, 211515, 211727, 211633, 211418, 211442, 211628, 211435, 211346, 211545, 211706, 211433, 210874, 210482, 211513, 211284, 210387, 211498, 210631, 210460, 210392, 211382, 211362, 209358, 210460, 211190, 210511, 209441, 211158, 210574, 211268, 211096, 209913, 210923, 211045, 210845, 211442, 211451, 211420, 211244, 211447, 209288, 211369, 211726, 211284, 211080, 210496, 211260, 210831, 210828, 209441, 209370, 209811]
358	134170	0.5542270959670995	2.0	17.0	0.0		39	134859	[134145, 134148, 134216, 134237]	134145	134237	0.5985466410607434	2.0	[134216, 134148, 134145, 134237, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061]
2521	211727	0.5547444351809504	5.0	126.0	0.0		33	213449	[211840, 211969, 211877, 211661, 211726, 211952, 211730, 211706]	210828	211244	1.0655927356680364	10.0	[210346, 210582, 211661, 211485, 211485, 211568, 211515, 211730, 211633, 211418, 211442, 211628, 211435, 211346, 211545, 211706, 211433, 210874, 210482, 211513, 211284, 210387, 211498, 210631, 210460, 210392, 211382, 211362, 209358, 210460, 211190, 210511, 209441, 211158, 210574, 211268, 211096, 209913, 210923, 211045, 210845, 211442, 211451, 211420, 211244, 211447, 209288, 211369, 211726, 211284, 211080, 210496, 211260, 210831, 210828, 209441, 209370, 209811]
1125	184414	0.554979623432023	3.0	56.0	0.0		63	185447	[184457, 184459, 184460, 184718, 184338, 185111, 184475, 184476, 184610, 184613, 184999, 184746, 184499, 184501, 184759, 184506, 184520, 184783, 184532, 184409, 184670, 184563, 184568, 184443, 184572, 184447]	181895	182486	1.3535728078407618	10.0	[184459, 184460, 183255, 182766, 183100, 182902, 183081, 183258, 183672, 183668, 182643, 183735, 183756, 184443, 184259, 183157, 182884, 183376, 184476, 183210, 182667, 184457, 184319, 184475, 184173, 183944, 184277, 183875, 184092, 184128, 183877, 184409, 184197, 183627, 184316, 182472, 183562, 183137, 181976, 183516, 182491, 183318, 183101, 183596, 183431, 184338, 182090, 181944, 182418, 182133, 183274, 182657, 183979, 183034, 184142, 183712, 184499, 182958, 182951, 182990, 183030, 182950, 182138, 181961, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 184210, 182430, 182666, 182134, 182927, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 181944, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447]
851	34162	0.5561682302229747	3.0	42.0	0.0		50	35195	[34818, 34575, 34330, 34715, 34588, 34461, 34206, 34472, 34217, 34093, 34228, 34229, 34377, 34127, 34900, 34266, 34269, 34146, 34147, 34404, 34155, 34671, 34800, 34426, 34683, 34429]	33775	33841	1.4914936469962332	10.0	[34146, 33896, 34217, 34155, 34229, 34147, 34057, 34030, 33881, 34127, 33784, 33879, 33808, 33775, 34206, 33934, 34093, 34228, 33813, 33841]
468	179750	0.5562622698014947	2.5	23.0	0.0		62	180611	[179973, 180110, 179858, 179999, 180005, 180263, 180011, 179766, 179773, 180163, 179927, 179930, 179932, 179679, 180065, 179810, 179938, 180455, 179817, 179690, 180603, 179828, 179957, 180475]	177715	177904	1.303215580961394	10.0	[178765, 178281, 178610, 178417, 178740, 178577, 179186, 178162, 179188, 178388, 178509, 178616, 179773, 178309, 178176, 178605, 179766, 178900, 179810, 179465, 179828, 179640, 179817, 177796, 179690, 179360, 178860, 177981, 178868, 179064, 179077, 178644, 178613, 177910, 177910, 177981, 178034, 178905, 178785, 177910, 178226, 177910, 179214, 178911, 177764, 177865, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 179586, 178015, 178506, 178388, 177781, 179655, 178309, 178488, 177942, 178041, 178457, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177764, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177759]
218	40337	0.5562709675355916	2.0	10.0	0.0		51	41026	[40707, 40849, 40725, 40983, 40607, 40485, 40872, 41005, 40879, 40372, 40634, 40251, 40642, 40900, 40391, 40264, 40395, 40785, 40539, 40675, 40678, 40425, 40954, 40573]	39482	40425	1.8934975494246014	10.0	[40117, 40068, 40040, 40006, 40395, 40221, 40074, 39482, 40058, 40041, 39780, 40133, 39935, 39585, 39763, 39786, 39560, 39939, 39551, 40251, 39741, 39726, 40168, 39499, 39628, 39635, 40233, 39928, 40126, 39659, 40229, 39672, 39628, 40372, 40057, 39753, 39909, 40088, 40391, 40264]
38	244783	0.5568757279592187	2.0	1.0	0.0		38	245472	[]	244783	244783	0.5568757279592187	2.0	[244389, 244204, 244179, 244366, 244247, 244500, 244250, 244247, 244179, 242388, 244285]
1223	131702	0.5573586874045098	3.5	61.0	0.0		101	132907	[131842, 132066, 131943, 131988, 131868]	131529	131529	0.634187161004913	4.0	[131529, 131552, 128972, 129150, 129666, 129966, 129127, 128861, 130668, 129313, 130975, 131098, 131098, 131098, 131098, 131098, 131098, 131098, 131098, 131098, 131098]
609	21351	0.5575186060066066	2.5	30.0	0.0		14	22212	[21479, 22089, 21483, 21780, 21372, 22015]	20013	20072	0.9572298703808853	8.5	[21186, 21137, 20818, 20691, 20980, 21372, 20618, 20555, 20627, 20181, 20824, 20127, 20761, 20050, 20127, 20638, 20127, 20417, 20180, 20589, 20576, 20530, 20072, 20652, 20470, 20813, 20013, 20167, 20226]
1126	232768	0.5577168733741505	3.0	56.0	0.0		69	233801	[232803, 233350, 233127, 232968, 232970, 232971, 232974, 232783, 232719, 233073, 233134, 232691, 232761, 232956, 232893, 233119]	231862	231862	1.3967115541146533	10.0	[232181, 232175, 232176, 232719, 232302, 232275, 232000, 232077, 232761, 231923, 232076, 232072, 232691, 232380, 231918, 231991, 232803, 231975, 232004, 231991, 232142, 232094, 232098, 232179, 232313, 232272, 232783, 232066, 232314, 232367, 232320, 232803, 232364, 232095, 232547, 232064, 232298, 232000, 231923, 231862]
92	298273	0.558124271009321	2.0	4.0	0.0		72	298962	[298250, 298634, 298380, 298638, 298897, 298526, 298785, 298304, 298435, 298838, 298458, 298715, 298461, 298208, 298220, 298227, 298484, 298230, 298231, 298617, 298362, 298491]	297785	298118	2.112804860152355	9.0	[296291, 298086, 298006, 298304, 298139, 298220, 297948, 298081, 298227, 298208, 298231, 298019, 297964, 298023, 298133, 296269, 296186, 298032, 296292, 297931, 296428, 297863, 297083, 297880, 298004, 296621, 296540, 297991, 296759, 296305, 296286, 298230, 295880, 297931, 295980, 297393, 297930, 297829, 298250, 297785, 295839, 298076, 298118]
235	53325	0.5586991891601791	2.0	11.0	0.0		36	54014	[]	53025	53153	0.729611700166244	2.5	[53025, 53212, 53099, 53068, 53153, 51461, 51461, 51532, 51570, 51602, 51739, 49905, 50569, 51911, 51042, 50552]
531	152042	0.5587618325160896	2.5	26.0	0.0		122	152903	[152168, 152211]	152042	152168	0.0	5.0	[151443, 151699, 151475, 151655, 151456, 151383, 151315, 151381, 151473, 151664, 151356, 151818, 151458, 151670, 151642, 151393, 151315, 151269, 151657, 151514, 151498, 151460, 151381, 151854, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122, 151122]
833	395958	0.5588774770287076	3.0	41.0	0.0		20	396991	[395972, 396283, 396011, 396299, 396083, 395963, 395933, 396094, 396127]	395611	395842	1.0779710240863192	8.0	[395787, 394053, 393855, 395628, 395972, 395972, 395695, 394153, 395963, 394128, 394055, 395611, 395933, 394056, 394127, 395684, 394342, 393991, 395039, 394779, 395793, 396011, 394989, 394291, 395842, 395055, 394090, 395396, 395228]
276	271365	0.5591716455010579	2.0	13.0	0.0		27	272054	[271521, 271426, 271809, 271465, 271408, 271731, 271637, 271513, 271293]	271263	271263	0.8186562430556747	3.5	[270776, 271408, 271293, 271040, 271426, 270882, 270981, 270650, 270741, 270702, 271263, 270908, 270790, 270766, 270746, 270718, 270667, 270948, 270747, 270641]
39	134145	0.5592367514714321	2.0	1.0	0.0		39	134834	[134148, 134216, 134170, 134237]	134145	134237	0.5985466410607434	2.0	[134216, 134148, 134170, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061, 133061]
2025	178309	0.5595932804358413	4.5	101.0	0.0		62	179859	[179586, 178435, 179077, 179465, 179214, 178577, 179858, 178455, 178457, 179360, 179750, 178860, 178605, 178226, 178610, 178228, 178613, 178740, 178868, 178488, 178616, 179640, 179766, 178237, 178366, 179773, 179655, 178506, 178509, 178765, 178388, 178644, 178900, 178520, 178905, 178780, 178782, 178911, 179679, 178785, 179810, 178281, 179690, 179817, 178417, 179058, 179186, 179188, 179828, 179064]	177715	177904	1.303215580961394	10.0	[178281, 178162, 178388, 178001, 178366, 178003, 178176, 177842, 177796, 177837, 177981, 177910, 177910, 178237, 177981, 178034, 178079, 177910, 178226, 177842, 177910, 177910, 177936, 177764, 177865, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 178388, 177781, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177764, 177759]
868	280170	0.5596258122238883	3.0	43.0	0.0		89	281203	[280180, 280164, 280567]	278763	279276	0.0	10.0	[279286, 279276, 279288, 280180, 280164, 280164, 279145, 280045, 278920, 279636, 280041, 279077, 280044, 279908, 279079, 279687, 279860, 278815, 279901, 279792, 279208, 279863, 278763, 280037, 279202, 278763, 279416, 278908, 279857, 279817, 279157, 279157, 279157, 279157, 279157, 278934, 279409, 279947, 278763, 279435, 278568, 278568, 278568, 278568, 279322, 279322, 278825, 279493, 278861, 278826, 278833, 279411, 279121, 279440, 279419, 278819, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278774, 278885, 279034, 278824, 278763, 279186, 278920, 279015, 278864, 278763, 279350, 279174, 278763, 279625, 278763, 279192, 278763, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568]
